sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,priors_count_cat,c_days_from_compas,c_charge_degree,two_year_recid
Male,35,25 - 45,African-American,0,0,0,1,Low,4272,M,1
Male,33,25 - 45,African-American,0,0,0,1,Low,1,F,0
Male,24,Less than 25,African-American,0,0,0,0,None,1,M,1
Female,40,25 - 45,Hispanic,0,0,0,2,Low,7,M,1
Male,27,25 - 45,African-American,0,0,0,9,High,0,F,0
Female,21,Less than 25,African-American,0,0,0,2,Low,12,M,1
Male,38,25 - 45,African-American,0,0,0,9,High,1,F,0
Male,20,Less than 25,Caucasian,0,0,1,0,None,1,F,0
Male,30,25 - 45,African-American,0,0,0,9,High,1,F,0
Male,36,25 - 45,Caucasian,0,0,0,9,High,0,F,0
Male,23,Less than 25,African-American,0,0,0,2,Low,1,M,0
Male,39,25 - 45,African-American,0,0,0,21,High,1,F,0
Male,32,25 - 45,African-American,0,0,0,3,Low,653,M,1
Male,29,25 - 45,Caucasian,0,0,0,3,Low,1,F,0
Male,58,Greater than 45,Caucasian,0,0,0,2,Low,1,M,0
Male,23,Less than 25,Hispanic,0,0,1,2,Low,1,F,1
Male,23,Less than 25,Caucasian,0,0,0,3,Low,1,M,0
Female,68,Greater than 45,African-American,0,0,0,5,Moderate,4,F,1
Female,26,25 - 45,Caucasian,0,0,0,2,Low,0,M,1
Male,51,Greater than 45,African-American,0,0,0,0,None,1,F,0
Male,25,25 - 45,African-American,0,0,0,0,None,1,M,1
Male,40,25 - 45,African-American,0,0,0,5,Moderate,1,F,0
Male,51,Greater than 45,African-American,0,0,0,14,High,11,F,1
Male,27,25 - 45,African-American,0,0,0,2,Low,1,M,0
Male,49,Greater than 45,African-American,0,0,0,11,High,1,M,0
Male,36,25 - 45,Other,0,0,0,0,None,1,M,1
Male,28,25 - 45,Caucasian,0,0,0,5,Moderate,183,M,1
Male,20,Less than 25,African-American,0,0,0,0,None,5,F,1
Male,21,Less than 25,African-American,0,0,0,2,Low,0,F,0
Female,31,25 - 45,African-American,0,0,0,0,None,1,F,1
Male,57,Greater than 45,African-American,0,0,0,0,None,0,M,1
Female,61,Greater than 45,Caucasian,0,0,0,8,High,1,F,0
Male,35,25 - 45,Hispanic,0,0,0,3,Low,23,F,0
Male,54,Greater than 45,African-American,0,0,0,3,Low,1,F,0
Male,39,25 - 45,Caucasian,0,0,0,0,None,1,F,1
Male,24,Less than 25,African-American,0,1,0,1,Low,1,F,1
Female,29,25 - 45,Hispanic,0,0,0,0,None,1,F,0
Male,48,Greater than 45,African-American,0,0,1,8,High,1,F,0
Male,30,25 - 45,African-American,0,0,1,6,Moderate,0,M,0
Male,26,25 - 45,African-American,0,1,0,10,High,1,F,0
Male,36,25 - 45,Caucasian,0,0,0,2,Low,1219,F,1
Male,37,25 - 45,African-American,0,0,0,12,High,1,F,0
Male,26,25 - 45,African-American,0,0,0,4,Moderate,1,F,0
Male,29,25 - 45,African-American,0,0,0,7,High,0,M,0
Male,26,25 - 45,African-American,0,0,0,1,Low,1,M,0
Male,60,Greater than 45,African-American,0,0,0,2,Low,1,F,1
Male,27,25 - 45,Caucasian,0,0,0,2,Low,1,F,0
Male,41,25 - 45,African-American,2,0,0,16,High,1,F,0
Male,22,Less than 25,Caucasian,0,0,1,1,Low,1,F,1
Male,28,25 - 45,African-American,0,0,0,3,Low,0,F,1
Male,33,25 - 45,African-American,0,0,0,13,High,1,F,0
Male,28,25 - 45,African-American,0,0,0,2,Low,1,F,1
Male,55,Greater than 45,Caucasian,0,0,0,0,None,2,M,0
Male,21,Less than 25,African-American,0,1,0,6,Moderate,1,F,0
Male,28,25 - 45,Hispanic,0,0,0,2,Low,1,F,0
Female,22,Less than 25,Hispanic,0,0,0,0,None,1,M,1
Female,29,25 - 45,Caucasian,0,0,0,6,Moderate,2,F,0
Male,45,Greater than 45,African-American,0,0,0,5,Moderate,233,F,1
Male,24,Less than 25,African-American,0,0,0,2,Low,1,M,0
Male,50,Greater than 45,African-American,0,0,0,12,High,22,F,0
Male,24,Less than 25,African-American,0,0,0,1,Low,1,M,0
Male,47,Greater than 45,African-American,0,0,0,1,Low,1,F,1
Male,57,Greater than 45,Caucasian,0,0,0,1,Low,1697,M,1
Male,54,Greater than 45,Caucasian,0,0,0,6,Moderate,0,F,1
Female,42,25 - 45,Caucasian,0,0,0,0,None,1,M,1
Male,35,25 - 45,Caucasian,0,0,0,5,Moderate,20,F,1
Male,30,25 - 45,African-American,0,0,0,0,None,1,F,0
Male,53,Greater than 45,Caucasian,0,0,0,1,Low,1,F,1
Female,31,25 - 45,African-American,0,0,0,2,Low,1,M,1
Male,83,Greater than 45,Caucasian,0,0,0,4,Moderate,1423,F,1
Male,46,Greater than 45,Hispanic,0,0,0,15,High,119,F,1
Male,31,25 - 45,African-American,0,0,0,0,None,1,F,0
Male,23,Less than 25,Other,0,0,0,4,Moderate,1,F,1
Male,47,Greater than 45,African-American,0,0,0,9,High,1,F,1
Male,31,25 - 45,Hispanic,0,0,0,4,Moderate,1,F,1
Male,50,Greater than 45,African-American,0,0,0,0,None,,M,1
Male,24,Less than 25,African-American,0,1,0,9,High,1,M,0
Female,22,Less than 25,African-American,0,1,0,2,Low,1,F,1
Male,45,Greater than 45,Hispanic,0,0,0,1,Low,22,M,1
Female,30,25 - 45,African-American,0,0,0,2,Low,1,F,1
Male,30,25 - 45,Other,0,0,0,5,Moderate,30,M,0
Male,36,25 - 45,African-American,0,0,0,4,Moderate,2588,M,1
Female,43,25 - 45,Caucasian,0,0,0,22,High,1,M,0
Male,50,Greater than 45,African-American,0,0,0,0,None,1,M,1
Female,24,Less than 25,Other,0,0,0,2,Low,1,F,0
Female,42,25 - 45,Caucasian,0,0,0,3,Low,3,F,1
Female,29,25 - 45,Caucasian,0,0,0,1,Low,1,F,0
Female,28,25 - 45,Hispanic,0,0,0,2,Low,597,F,1
Male,31,25 - 45,Hispanic,0,0,0,0,None,0,M,1
Male,25,25 - 45,African-American,0,0,0,5,Moderate,1,F,0
Male,36,25 - 45,African-American,0,0,0,4,Moderate,1,F,1
Male,24,Less than 25,African-American,0,0,0,1,Low,1,M,0
Male,28,25 - 45,Caucasian,0,0,0,5,Moderate,0,F,1
Male,31,25 - 45,Caucasian,0,0,0,0,None,1,M,0
Male,23,Less than 25,African-American,0,0,0,0,None,1,F,1
Male,29,25 - 45,Caucasian,0,0,0,4,Moderate,1,M,0
Male,51,Greater than 45,African-American,0,0,0,11,High,1,M,0
Male,34,25 - 45,African-American,0,0,0,1,Low,1,F,1
Male,29,25 - 45,African-American,0,0,0,12,High,0,F,0
Male,39,25 - 45,African-American,0,1,0,13,High,1,F,0
Female,36,25 - 45,Hispanic,0,0,0,0,None,1,M,1
Male,59,Greater than 45,African-American,0,0,0,15,High,1,M,0
Male,23,Less than 25,African-American,0,0,2,3,Low,1,F,0
Male,31,25 - 45,African-American,0,0,0,15,High,1,F,1
Male,53,Greater than 45,Caucasian,0,0,0,0,None,0,M,1
Male,34,25 - 45,African-American,0,0,0,12,High,1,F,1
Female,63,Greater than 45,African-American,0,0,0,1,Low,1,F,1
Male,21,Less than 25,Other,0,0,0,0,None,1,F,0
Female,21,Less than 25,African-American,0,0,0,0,None,0,F,0
Male,47,Greater than 45,Caucasian,0,0,0,28,High,1,F,0
Male,34,25 - 45,African-American,0,0,0,7,High,1,F,0
Male,43,25 - 45,African-American,0,0,0,1,Low,1385,M,1
Male,58,Greater than 45,Caucasian,0,0,0,4,Moderate,0,F,0
Female,40,25 - 45,Hispanic,0,0,0,4,Moderate,0,F,0
Male,36,25 - 45,African-American,3,0,0,16,High,8,F,0
Female,23,Less than 25,African-American,0,0,0,0,None,1,M,1
Male,34,25 - 45,African-American,0,0,0,5,Moderate,1,F,0
Male,56,Greater than 45,Caucasian,0,0,0,13,High,13,F,1
Female,52,Greater than 45,Caucasian,0,0,0,0,None,6,F,1
Male,56,Greater than 45,African-American,0,0,0,0,None,1,F,1
Female,37,25 - 45,African-American,0,0,0,0,None,1,M,1
Female,50,Greater than 45,Caucasian,0,0,0,0,None,1,M,1
Male,25,25 - 45,African-American,0,0,0,1,Low,1,F,0
Male,22,Less than 25,African-American,0,0,0,0,None,1,F,0
Female,43,25 - 45,Caucasian,0,0,0,0,None,0,M,0
Male,30,25 - 45,Caucasian,0,0,0,1,Low,1,M,1
Male,29,25 - 45,Asian,0,0,0,0,None,1,F,1
Male,24,Less than 25,Caucasian,0,0,0,0,None,1,F,1
Male,29,25 - 45,African-American,0,0,0,7,High,1,M,0
Female,27,25 - 45,Caucasian,0,0,0,3,Low,19,F,1
Female,24,Less than 25,Caucasian,0,0,0,0,None,2,F,1
Female,74,Greater than 45,African-American,0,0,0,0,None,1,F,1
Male,27,25 - 45,African-American,0,0,1,8,High,1,M,0
Male,37,25 - 45,Hispanic,0,0,0,1,Low,1,F,0
Male,39,25 - 45,African-American,0,1,1,8,High,0,F,0
Male,29,25 - 45,Caucasian,0,0,0,5,Moderate,0,F,1
Male,25,25 - 45,African-American,0,0,0,0,None,2,M,0
Female,35,25 - 45,African-American,0,0,0,5,Moderate,1,F,1
Male,29,25 - 45,African-American,0,0,0,1,Low,1,M,0
Male,36,25 - 45,Caucasian,0,0,0,1,Low,0,F,1
Male,61,Greater than 45,African-American,0,0,0,13,High,279,F,0
Male,26,25 - 45,Caucasian,0,0,0,2,Low,1,F,1
Male,28,25 - 45,African-American,0,0,0,1,Low,1248,M,1
Female,26,25 - 45,African-American,0,0,0,1,Low,1,F,1
Female,39,25 - 45,Caucasian,0,1,0,11,High,1,F,0
Male,22,Less than 25,African-American,0,1,0,3,Low,1,F,0
Male,28,25 - 45,Caucasian,0,0,0,0,None,1,F,1
Male,51,Greater than 45,Caucasian,0,0,0,1,Low,2,F,0
Female,35,25 - 45,Hispanic,0,0,0,0,None,1,M,1
Female,23,Less than 25,African-American,0,0,0,0,None,1,M,1
Male,29,25 - 45,African-American,1,2,0,6,Moderate,0,F,0
Male,20,Less than 25,Other,0,0,0,0,None,1,F,0
Male,24,Less than 25,African-American,0,0,2,1,Low,1,M,0
Female,23,Less than 25,Hispanic,0,1,0,2,Low,1,M,1
Female,33,25 - 45,African-American,0,0,0,5,Moderate,1,F,1
Male,21,Less than 25,Caucasian,1,0,0,1,Low,1,F,0
Male,59,Greater than 45,Caucasian,0,0,0,3,Low,4,M,1
Male,26,25 - 45,Caucasian,0,0,0,4,Moderate,0,F,0
Male,36,25 - 45,Caucasian,0,0,0,0,None,,M,1
Male,38,25 - 45,Other,0,0,0,2,Low,1,F,1
Male,19,Less than 25,Caucasian,1,3,2,5,Moderate,31,M,0
Male,28,25 - 45,Hispanic,0,0,0,2,Low,1,F,1
Male,23,Less than 25,Hispanic,0,0,0,2,Low,1,F,0
Male,21,Less than 25,African-American,0,0,2,1,Low,1,F,0
Male,52,Greater than 45,African-American,0,0,0,0,None,1,M,0
Male,56,Greater than 45,African-American,0,0,0,12,High,1,F,0
Male,40,25 - 45,Caucasian,0,0,0,1,Low,1,M,1
Female,48,Greater than 45,Caucasian,0,0,0,8,High,26,M,0
Male,24,Less than 25,African-American,0,1,2,2,Low,394,M,1
Female,26,25 - 45,African-American,0,0,0,0,None,1,F,1
Male,59,Greater than 45,African-American,0,0,0,5,Moderate,1782,M,1
Male,66,Greater than 45,Caucasian,0,0,0,1,Low,14,F,0
Female,54,Greater than 45,African-American,0,0,0,6,Moderate,1,F,1
Male,31,25 - 45,Caucasian,0,0,0,4,Moderate,1,M,0
Male,34,25 - 45,Caucasian,0,0,0,0,None,1,F,1
Male,25,25 - 45,African-American,0,0,0,9,High,1,F,0
Male,47,Greater than 45,Caucasian,0,0,0,2,Low,7,F,1
Male,51,Greater than 45,African-American,0,0,1,12,High,1,F,0
Male,25,25 - 45,Caucasian,0,0,0,1,Low,24,F,1
Male,25,25 - 45,Other,0,0,0,0,None,1,F,0
Female,31,25 - 45,African-American,0,0,0,2,Low,1,F,0
Male,44,25 - 45,Hispanic,0,0,0,2,Low,79,F,0
Male,36,25 - 45,Caucasian,0,0,0,1,Low,1,F,1
Male,77,Greater than 45,Caucasian,0,0,0,3,Low,1738,F,1
Male,49,Greater than 45,Caucasian,0,0,0,0,None,1,M,1
Male,31,25 - 45,African-American,0,0,0,0,None,1,F,1
Male,30,25 - 45,Caucasian,0,0,1,1,Low,1,F,1
Male,29,25 - 45,African-American,1,0,0,3,Low,1,F,0
Female,53,Greater than 45,Caucasian,0,0,0,6,Moderate,1,F,0
Male,21,Less than 25,African-American,0,1,0,1,Low,1,F,0
Male,21,Less than 25,African-American,0,0,0,0,None,1,F,1
Female,27,25 - 45,African-American,0,0,0,1,Low,1,F,0
Female,65,Greater than 45,African-American,0,0,0,0,None,1,F,1
Female,59,Greater than 45,Caucasian,0,0,0,0,None,1,M,1
Male,59,Greater than 45,African-American,0,0,0,0,None,1,M,1
Male,24,Less than 25,African-American,0,0,0,0,None,1,M,1
Male,40,25 - 45,African-American,0,0,0,0,None,1,F,1
Male,51,Greater than 45,African-American,0,0,0,0,None,1,F,0
Male,34,25 - 45,African-American,1,0,0,10,High,1,F,0
Male,30,25 - 45,Hispanic,0,0,0,1,Low,1,F,0
Male,52,Greater than 45,African-American,0,0,0,1,Low,1,F,1
Male,29,25 - 45,Caucasian,0,0,0,1,Low,40,F,0
Male,24,Less than 25,African-American,0,0,0,15,High,31,F,0
Male,38,25 - 45,African-American,0,0,0,2,Low,1,F,0
Female,22,Less than 25,African-American,0,0,0,0,None,6,F,1
Male,43,25 - 45,African-American,0,0,0,0,None,1,F,1
Male,32,25 - 45,Caucasian,0,0,0,5,Moderate,0,F,0
Male,55,Greater than 45,African-American,0,0,0,0,None,1,F,1
Male,26,25 - 45,African-American,0,0,0,2,Low,1,F,1
Male,23,Less than 25,Caucasian,0,0,1,1,Low,1,M,1
Female,47,Greater than 45,Other,0,0,0,0,None,1,F,1
Male,28,25 - 45,Caucasian,0,0,0,1,Low,1,M,0
Male,27,25 - 45,Hispanic,0,0,0,0,None,1,F,0
Male,61,Greater than 45,Hispanic,0,0,0,2,Low,1,F,0
Male,26,25 - 45,African-American,0,0,0,0,None,1,F,1
Male,41,25 - 45,Hispanic,0,0,0,1,Low,1364,M,1
Female,28,25 - 45,Caucasian,0,0,0,1,Low,0,M,0
Male,43,25 - 45,African-American,0,0,0,0,None,1,F,0
Male,30,25 - 45,Caucasian,0,0,0,3,Low,167,F,1
Male,33,25 - 45,African-American,0,0,0,21,High,6,M,0
Male,21,Less than 25,Caucasian,0,0,1,0,None,1,M,1
Female,32,25 - 45,Caucasian,0,0,1,0,None,2,M,1
Male,22,Less than 25,African-American,0,0,0,1,Low,0,F,0
Male,51,Greater than 45,African-American,0,0,0,3,Low,0,F,1
Male,20,Less than 25,African-American,0,0,1,2,Low,1,F,0
Male,35,25 - 45,Caucasian,0,0,0,2,Low,1,F,1
Female,37,25 - 45,African-American,0,0,0,3,Low,1,F,1
Male,28,25 - 45,African-American,0,0,0,0,None,3,M,0
Male,41,25 - 45,Caucasian,0,0,0,3,Low,1,M,0
Male,24,Less than 25,African-American,0,0,0,0,None,1,M,0
Female,33,25 - 45,African-American,0,0,0,3,Low,1,M,1
Male,25,25 - 45,African-American,0,0,0,4,Moderate,1,F,0
Female,30,25 - 45,Caucasian,0,0,0,4,Moderate,1,F,1
Male,20,Less than 25,African-American,0,0,0,1,Low,0,F,0
Female,42,25 - 45,African-American,0,0,0,1,Low,10,F,1
Female,40,25 - 45,African-American,0,0,0,15,High,0,F,0
Male,39,25 - 45,African-American,0,0,0,0,None,1,F,0
Male,21,Less than 25,African-American,0,0,0,0,None,0,F,1
Male,39,25 - 45,Caucasian,0,0,0,2,Low,2,F,0
Male,24,Less than 25,Caucasian,0,0,0,0,None,0,F,1
Male,41,25 - 45,African-American,0,0,0,0,None,1,F,1
Male,39,25 - 45,African-American,0,0,0,1,Low,1,F,1
Female,24,Less than 25,African-American,0,0,0,3,Low,2,F,1
Female,24,Less than 25,African-American,0,0,0,1,Low,23,F,1
Male,29,25 - 45,African-American,0,0,0,0,None,1,M,0
Male,39,25 - 45,African-American,0,0,0,35,High,45,F,1
Male,25,25 - 45,Caucasian,0,0,0,2,Low,13,M,0
Female,23,Less than 25,Caucasian,0,0,0,0,None,1,F,0
Male,22,Less than 25,African-American,0,0,1,1,Low,0,F,0
Female,26,25 - 45,Other,0,0,0,4,Moderate,1,M,0
Male,26,25 - 45,African-American,0,3,0,3,Low,2022,M,0
Female,24,Less than 25,African-American,0,0,0,3,Low,1,M,0
Male,44,25 - 45,African-American,0,0,0,0,None,1,M,1
Male,36,25 - 45,Caucasian,0,0,0,1,Low,19,F,0
Male,39,25 - 45,Caucasian,0,0,0,10,High,1,F,0
Male,42,25 - 45,Caucasian,0,0,0,0,None,1,F,1
Male,45,Greater than 45,Caucasian,0,0,0,1,Low,2,M,1
Male,25,25 - 45,African-American,0,1,0,7,High,1,F,0
Female,28,25 - 45,Caucasian,0,0,0,7,High,244,F,1
Male,33,25 - 45,Caucasian,0,0,0,0,None,1,F,1
Male,25,25 - 45,Caucasian,0,0,0,0,None,1,M,1
Male,32,25 - 45,African-American,0,1,0,5,Moderate,10,F,1
Male,23,Less than 25,African-American,0,0,0,0,None,1,F,1
Male,39,25 - 45,Caucasian,0,0,0,0,None,1,M,1
Male,27,25 - 45,African-American,0,0,0,12,High,1,F,0
Female,35,25 - 45,Caucasian,0,0,0,4,Moderate,1,M,1
Male,23,Less than 25,African-American,0,0,0,1,Low,58,F,1
Female,38,25 - 45,African-American,0,0,0,0,None,0,M,1
Male,30,25 - 45,African-American,0,0,0,4,Moderate,10,F,1
Male,30,25 - 45,Caucasian,0,0,0,1,Low,1,F,1
Female,30,25 - 45,Caucasian,0,0,0,0,None,0,M,1
Male,26,25 - 45,African-American,1,1,0,18,High,1,F,0
Male,31,25 - 45,African-American,0,0,0,2,Low,1,F,1
Female,41,25 - 45,Caucasian,0,0,0,1,Low,35,M,1
Male,34,25 - 45,Other,0,0,0,0,None,1,F,1
Female,25,25 - 45,African-American,0,0,0,0,None,1,M,1
Female,26,25 - 45,Caucasian,0,0,0,1,Low,13,F,1
Male,38,25 - 45,African-American,0,0,0,2,Low,0,F,0
Female,37,25 - 45,African-American,0,0,0,0,None,1,M,1
Male,34,25 - 45,Caucasian,0,0,1,3,Low,1,M,1
Male,44,25 - 45,Hispanic,0,0,0,7,High,42,F,0
Female,38,25 - 45,Hispanic,0,0,0,0,None,1,F,1
Female,31,25 - 45,African-American,0,0,0,0,None,1,M,1
Female,29,25 - 45,Caucasian,0,0,0,0,None,1,M,1
Male,20,Less than 25,Caucasian,1,0,0,1,Low,50,F,0
Male,22,Less than 25,African-American,0,0,0,0,None,1,F,1
Female,51,Greater than 45,Hispanic,0,0,0,0,None,3,M,1
Male,24,Less than 25,African-American,0,0,0,2,Low,1,M,0
Male,47,Greater than 45,African-American,0,0,0,0,None,1,F,0
Female,36,25 - 45,African-American,0,0,0,1,Low,1,F,0
Male,21,Less than 25,African-American,0,0,0,1,Low,1,M,1
Male,25,25 - 45,African-American,0,1,0,3,Low,1,M,0
Male,23,Less than 25,African-American,0,0,1,5,Moderate,1,F,0
Male,23,Less than 25,Other,0,0,0,0,None,1,M,1
Female,24,Less than 25,Caucasian,0,0,0,0,None,2,M,1
Male,35,25 - 45,Caucasian,0,0,0,2,Low,1,F,0
Female,23,Less than 25,Hispanic,0,0,0,0,None,2,M,1
Female,19,Less than 25,African-American,0,0,0,0,None,1,M,0
Male,32,25 - 45,Caucasian,0,0,0,0,None,1,F,0
Female,39,25 - 45,Caucasian,0,0,0,0,None,3,M,0
Male,30,25 - 45,African-American,4,0,0,12,High,0,F,0
Male,33,25 - 45,African-American,0,0,0,2,Low,1,F,1
Male,20,Less than 25,Caucasian,0,0,0,0,None,,M,0
Female,36,25 - 45,Caucasian,0,0,0,0,None,1,M,1
Male,61,Greater than 45,Hispanic,0,0,0,1,Low,81,F,1
Male,29,25 - 45,African-American,0,1,1,8,High,1,F,0
Female,40,25 - 45,Caucasian,0,0,0,0,None,0,F,1
Male,53,Greater than 45,African-American,0,0,0,4,Moderate,4,F,1
Female,28,25 - 45,Caucasian,0,0,0,0,None,1,M,1
Male,38,25 - 45,Hispanic,0,0,0,2,Low,1485,M,1
Male,27,25 - 45,African-American,0,1,0,9,High,1,F,0
Male,55,Greater than 45,Caucasian,0,0,0,0,None,1,F,1
Male,22,Less than 25,African-American,1,0,0,1,Low,1,M,1
Female,34,25 - 45,African-American,0,0,0,1,Low,1,F,1
Male,55,Greater than 45,Caucasian,0,0,0,1,Low,17,M,1
Male,24,Less than 25,Hispanic,0,0,0,2,Low,1,F,1
Female,47,Greater than 45,African-American,0,1,1,21,High,1,M,0
Male,41,25 - 45,Other,0,0,0,0,None,0,M,1
Male,41,25 - 45,Hispanic,0,0,0,0,None,2,F,1
Male,61,Greater than 45,African-American,0,0,0,12,High,1,F,1
Male,57,Greater than 45,African-American,0,0,0,3,Low,0,F,1
Female,38,25 - 45,Caucasian,0,0,0,2,Low,1,M,1
Male,25,25 - 45,Caucasian,4,0,1,13,High,0,F,0
Male,23,Less than 25,African-American,0,0,0,0,None,1,F,0
Male,23,Less than 25,Caucasian,0,0,0,3,Low,1,F,1
Male,20,Less than 25,African-American,0,0,0,0,None,1,F,1
Male,44,25 - 45,Caucasian,0,0,0,1,Low,1,F,1
Female,38,25 - 45,Caucasian,0,0,0,1,Low,23,M,1
Male,56,Greater than 45,African-American,0,0,0,5,Moderate,1,F,0
Male,43,25 - 45,Caucasian,0,0,0,2,Low,0,F,0
Male,22,Less than 25,African-American,0,0,0,0,None,2,F,0
Male,31,25 - 45,African-American,0,0,0,6,Moderate,54,F,0
Male,32,25 - 45,Other,0,0,0,0,None,1,F,1
Male,29,25 - 45,African-American,0,0,0,0,None,0,F,1
Male,22,Less than 25,African-American,0,0,0,1,Low,1,F,0
Male,23,Less than 25,African-American,0,0,0,3,Low,1,F,0
Male,24,Less than 25,Caucasian,0,0,1,1,Low,23,F,1
Male,45,Greater than 45,Other,0,0,0,0,None,0,M,1
Male,21,Less than 25,African-American,0,1,0,2,Low,1,F,1
Female,29,25 - 45,African-American,0,0,0,0,None,0,M,1
Female,51,Greater than 45,Caucasian,0,0,0,0,None,1,M,0
Male,36,25 - 45,Hispanic,1,0,0,2,Low,1,M,0
Male,25,25 - 45,African-American,0,0,0,1,Low,0,F,1
Male,46,Greater than 45,Hispanic,0,0,0,13,High,1,F,1
Male,62,Greater than 45,African-American,0,0,0,22,High,0,F,0
Male,25,25 - 45,African-American,0,0,0,0,None,1,F,0
Male,27,25 - 45,Caucasian,0,0,0,2,Low,1,F,1
Male,49,Greater than 45,African-American,0,0,0,0,None,,M,1
Female,22,Less than 25,Caucasian,0,0,0,3,Low,1,F,0
Female,34,25 - 45,Caucasian,0,0,0,9,High,18,M,0
Male,37,25 - 45,Hispanic,0,0,0,1,Low,1,F,1
Male,21,Less than 25,Caucasian,0,0,0,0,None,1,F,0
Male,51,Greater than 45,Caucasian,0,0,0,3,Low,88,M,0
Female,39,25 - 45,Caucasian,0,0,0,2,Low,1,F,0
Male,43,25 - 45,African-American,0,0,0,8,High,1,F,0
Male,22,Less than 25,African-American,0,0,0,0,None,0,M,0
Female,28,25 - 45,African-American,0,0,0,4,Moderate,1,F,1
Male,43,25 - 45,Caucasian,0,0,0,0,None,1,F,0
Male,27,25 - 45,Caucasian,0,0,0,7,High,3,F,0
Male,27,25 - 45,Other,0,0,0,0,None,0,F,0
Male,31,25 - 45,Caucasian,0,0,0,1,Low,1,F,0
Female,28,25 - 45,African-American,0,0,0,0,None,1,M,1
Male,58,Greater than 45,Caucasian,0,0,0,3,Low,4,M,1
Male,22,Less than 25,Caucasian,0,0,0,0,None,1,F,0
Male,21,Less than 25,Hispanic,0,0,0,0,None,0,M,0
Male,31,25 - 45,African-American,0,0,0,5,Moderate,1,F,1
Male,33,25 - 45,African-American,0,0,0,0,None,0,F,1
Male,26,25 - 45,African-American,0,0,0,6,Moderate,0,M,0
Female,23,Less than 25,African-American,0,1,0,1,Low,1,M,1
Male,32,25 - 45,Caucasian,0,0,0,11,High,1,F,1
Male,57,Greater than 45,African-American,0,0,0,2,Low,1,F,1
Male,22,Less than 25,Caucasian,0,0,0,0,None,0,F,1
Female,35,25 - 45,African-American,0,0,0,2,Low,2,F,1
Male,47,Greater than 45,Caucasian,0,0,0,1,Low,0,F,0
Male,35,25 - 45,Hispanic,0,0,0,2,Low,15,F,1
Male,29,25 - 45,African-American,0,0,1,17,High,1,F,0
Female,54,Greater than 45,Caucasian,0,0,0,1,Low,7,M,1
Male,29,25 - 45,Caucasian,0,0,0,0,None,1,F,1
Female,28,25 - 45,Other,0,0,0,0,None,1,M,0
Male,51,Greater than 45,African-American,0,0,0,17,High,2,F,0
Female,36,25 - 45,African-American,0,0,0,0,None,0,M,1
Male,35,25 - 45,Caucasian,0,0,0,3,Low,0,M,0
Male,20,Less than 25,African-American,0,0,1,1,Low,1,F,0
Male,25,25 - 45,African-American,0,0,0,0,None,1,F,1
Male,29,25 - 45,African-American,0,0,0,2,Low,635,M,1
Male,31,25 - 45,Hispanic,0,0,0,0,None,0,F,0
Male,62,Greater than 45,African-American,0,0,0,4,Moderate,371,F,1
Male,39,25 - 45,Caucasian,0,0,0,0,None,1,M,1
Male,30,25 - 45,African-American,0,0,0,1,Low,1,F,0
Female,23,Less than 25,African-American,0,0,0,0,None,0,F,1
Female,23,Less than 25,African-American,0,0,0,1,Low,1,F,1
Female,37,25 - 45,Hispanic,0,0,0,0,None,3,M,1
Male,30,25 - 45,African-American,0,0,0,21,High,1,F,0
Male,33,25 - 45,African-American,0,0,3,18,High,1,F,0
Male,20,Less than 25,Hispanic,0,0,0,0,None,2,M,0
Female,61,Greater than 45,African-American,0,0,0,1,Low,79,F,1
Male,30,25 - 45,African-American,0,1,0,9,High,1,F,0
Male,23,Less than 25,African-American,0,0,0,1,Low,1,F,1
Female,27,25 - 45,African-American,0,0,0,0,None,2,F,0
Male,38,25 - 45,African-American,0,1,0,10,High,1,M,1
Male,42,25 - 45,African-American,0,0,0,1,Low,1,F,1
Male,31,25 - 45,African-American,0,0,0,0,None,1,F,1
Male,23,Less than 25,African-American,0,0,0,2,Low,1,F,0
Male,31,25 - 45,Caucasian,0,0,0,1,Low,1,F,0
Male,43,25 - 45,African-American,0,0,0,1,Low,1,M,0
Male,39,25 - 45,Caucasian,0,0,0,0,None,1,F,1
Male,31,25 - 45,African-American,0,0,0,0,None,1,M,1
Male,22,Less than 25,Caucasian,0,0,0,3,Low,1,F,0
Female,33,25 - 45,African-American,0,0,0,0,None,0,F,1
Male,21,Less than 25,Caucasian,0,1,0,1,Low,0,F,0
Male,23,Less than 25,African-American,0,0,0,1,Low,1,F,0
Female,29,25 - 45,Caucasian,0,0,0,0,None,1,F,1
Male,62,Greater than 45,Caucasian,0,0,0,2,Low,5,F,1
Female,56,Greater than 45,African-American,0,0,0,1,Low,24,F,0
Female,24,Less than 25,African-American,0,0,0,4,Moderate,1,F,0
Female,44,25 - 45,Caucasian,0,0,0,0,None,1,M,1
Male,22,Less than 25,African-American,0,1,0,2,Low,1,F,0
Female,28,25 - 45,African-American,0,0,0,4,Moderate,1,F,0
Male,30,25 - 45,African-American,0,0,0,0,None,0,F,1
Male,32,25 - 45,Caucasian,0,0,0,1,Low,1,M,0
Male,51,Greater than 45,Caucasian,0,0,0,3,Low,1,F,1
Male,21,Less than 25,African-American,0,0,0,0,None,1,F,1
Male,21,Less than 25,African-American,0,0,0,2,Low,1,F,0
Male,27,25 - 45,African-American,0,0,0,3,Low,1,F,0
Male,28,25 - 45,Hispanic,0,0,0,0,None,0,F,1
